# x
1.000000000000000000e+00 6.171875000000000000e-01
1.000000000000000000e+00 7.480468750000000000e-01
1.000000000000000000e+00 6.542968750000000000e-01
1.000000000000000000e+00 6.914062500000000000e-01
1.000000000000000000e+00 3.203125000000000000e-01
1.000000000000000000e+00 1.933593750000000000e-01
1.000000000000000000e+00 8.183593750000000000e-01
1.000000000000000000e+00 7.539062500000000000e-01
1.000000000000000000e+00 9.667968750000000000e-01
1.000000000000000000e+00 8.046875000000000000e-01
1.000000000000000000e+00 3.574218750000000000e-01
1.000000000000000000e+00 1.992187500000000000e-01
1.000000000000000000e+00 5.273437500000000000e-01
1.000000000000000000e+00 5.937500000000000000e-01
1.000000000000000000e+00 1.035156250000000000e-01
1.000000000000000000e+00 7.656250000000000000e-01
1.000000000000000000e+00 8.437500000000000000e-01
1.000000000000000000e+00 3.242187500000000000e-01
1.000000000000000000e+00 8.828125000000000000e-01
1.000000000000000000e+00 1.230468750000000000e-01
1.000000000000000000e+00 2.089843750000000000e-01
1.000000000000000000e+00 9.921875000000000000e-01
1.000000000000000000e+00 5.625000000000000000e-01
1.000000000000000000e+00 1.523437500000000000e-01
1.000000000000000000e+00 7.617187500000000000e-01
1.000000000000000000e+00 1.171875000000000000e-02
1.000000000000000000e+00 5.468750000000000000e-01
1.000000000000000000e+00 8.886718750000000000e-01
1.000000000000000000e+00 2.773437500000000000e-01
1.000000000000000000e+00 8.945312500000000000e-01
1.000000000000000000e+00 5.449218750000000000e-01
1.000000000000000000e+00 1.699218750000000000e-01
1.000000000000000000e+00 9.492187500000000000e-01
1.000000000000000000e+00 8.554687500000000000e-01
1.000000000000000000e+00 1.484375000000000000e-01
1.000000000000000000e+00 6.054687500000000000e-01
1.000000000000000000e+00 1.386718750000000000e-01
1.000000000000000000e+00 6.679687500000000000e-01
1.000000000000000000e+00 6.367187500000000000e-01
1.000000000000000000e+00 6.796875000000000000e-01
1.000000000000000000e+00 1.445312500000000000e-01
